택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
167P10007,강원 삼척시,167,82,2,강릉 우편집중국,172,184,368,18,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,45,0,전남 목포시,0,0
167P10008,경기 안양시 동안구,167,56,3,성남 우편집중국,171,183,218,32,중부권 광역우편물류센터,198,0,53,0,대전 우편집중국,0,0,46,0,대전 서구,0,0
167P10009,서울 관악구,167,56,3,성남 우편집중국,171,183,218,32,중부권 광역우편물류센터,198,0,261,0,의정부 우편집중국,0,0,68,0,경기 의정부시,0,0
167P10010,대구 남구,167,43,1,대구 우편집중국,170,182,192,12,중부권 광역우편물류센터,195,0,253,0,부천 우편집중국,0,0,36,0,경기 부천시,0,0
167P10011,경북 영덕군,167,30,1,포항 우편집중국,169,181,271,13,중부권 광역우편물류센터,199,0,216,0,안동 우편집중국,0,0,57,0,경북 영주시,0,0
167P10012,서울 종로구,167,84,2,동서울 우편집중국,173,185,248,22,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,43,0,대구 남구,0,0
167P10013,강원 삼척시,167,82,2,강릉 우편집중국,172,184,368,18,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,97,0,경북 상주시,0,0
167P10014,충남 천안시 동남구,167,30,1,천안 우편집중국,169,181,133,9,중부권 광역우편물류센터,190,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
167P10015,경남 창원시 성산구,167,75,1,창원 우편집중국,172,184,251,16,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,69,0,전남 장흥군,0,0
167P10016,충남 계룡시,167,30,1,대전 우편집중국,169,181,53,8,중부권 광역우편물류센터,185,0,229,0,수원 우편집중국,0,0,114,0,경기 안성시,0,0
167P10017,경기 수원시 권선구,167,77,1,수원 우편집중국,172,184,229,18,중부권 광역우편물류센터,199,0,202,0,진주 우편집중국,0,0,270,0,전북 부안군,0,0
167P10018,경기 안성시,167,114,1,수원 우편집중국,175,187,229,17,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0,0
168P10001,경남 진주시,168,34,1,진주 우편집중국,170,182,202,31,중부권 광역우편물류센터,195,0,218,0,성남 우편집중국,0,0,51,0,서울 동작구,0,0
168P10002,경기 수원시 영통구,168,30,1,수원 우편집중국,170,182,229,15,중부권 광역우편물류센터,197,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0,0
168P10003,전남 화순군,168,71,1,광주 우편집중국,173,185,199,12,중부권 광역우편물류센터,198,0,268,0,고양 우편집중국,0,0,36,0,경기 김포시,0,0
168P10004,경북 상주시,168,97,2,안동 우편집중국,174,186,216,13,중부권 광역우편물류센터,200,0,248,0,동서울 우편집중국,0,0,84,0,서울 성동구,0,0
168P10005,충남 태안군,168,128,2,천안 우편집중국,177,189,133,8,중부권 광역우편물류센터,198,0,192,0,대구 우편집중국,0,0,76,0,경북 구미시,0,0
168P10006,경북 상주시,168,97,2,안동 우편집중국,174,186,216,13,중부권 광역우편물류센터,200,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0,0
168P10007,전남 순천시,168,36,1,순천 집중과,170,182,233,4,중부권 광역우편물류센터,198,0,253,0,부천 우편집중국,0,0,68,0,경기 안산시 단원구,0,0
168P10008,부산 남구,168,35,1,부산 우편집중국,170,182,295,28,중부권 광역우편물류센터,0,0,271,0,포항 우편집중국,0,0,226,0,경북 경주시,0,0
168P10009,강원 횡성군,168,54,1,원주 우편집중국,172,184,256,26,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,82,0,강원 삼척시,0,0
168P10010,부산 동래구,168,60,1,부산 우편집중국,172,184,295,30,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,51,0,서울 동작구,0,0
168P10011,전북 장수군,168,133,1,진주 우편집중국,177,189,202,32,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
168P10012,대전 대덕구,168,66,1,대전 우편집중국,172,184,53,3,중부권 광역우편물류센터,188,0,202,0,진주 우편집중국,0,0,133,0,전북 장수군,0,0
168P10013,부산 수영구,168,60,1,부산 우편집중국,172,184,295,30,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,57,0,광주 북구,0,0
168P10014,경기 안성시,168,114,2,수원 우편집중국,176,188,229,17,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,84,0,서울 중구,0,0
168P10015,충남 서천군,168,156,1,대전 우편집중국,178,190,53,1,중부권 광역우편물류센터,194,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0,0
168P10016,경기 부천시,168,36,1,부천 우편집중국,170,182,253,27,중부권 광역우편물류센터,199,0,261,0,의정부 우편집중국,0,0,45,0,경기 동두천시,0,0
168P10017,충남 천안시 동남구,168,30,2,천안 우편집중국,170,182,133,10,중부권 광역우편물류센터,191,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0,0
168P10018,전북 익산시,168,200,3,진주 우편집중국,181,193,202,26,중부권 광역우편물류센터,0,0,233,0,순천 집중과,0,0,58,0,전남 고흥군,0,0
168P10019,충남 천안시 서북구,168,30,1,천안 우편집중국,170,182,133,10,중부권 광역우편물류센터,191,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
168P10020,인천 부평구,168,36,1,부천 우편집중국,170,182,253,27,중부권 광역우편물류센터,199,0,218,0,성남 우편집중국,0,0,51,0,서울 동작구,0,0
168P10021,경기 안양시 만안구,168,56,1,성남 우편집중국,172,184,218,34,중부권 광역우편물류센터,199,0,192,0,대구 우편집중국,0,0,88,0,경북 성주군,0,0
168P10022,경기 용인시 기흥구,168,58,2,성남 우편집중국,172,184,218,34,중부권 광역우편물류센터,199,0,133,0,천안 우편집중국,0,0,109,0,충남 당진시,0,0
168P10023,전남 신안군,168,45,1,영암 우편집중국,171,183,290,20,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
168P10024,충북 충주시,168,44,1,청주 우편집중국,171,183,100,5,중부권 광역우편물류센터,190,0,218,0,성남 우편집중국,0,0,56,0,서울 관악구,0,0
168P10025,전남 목포시,168,45,1,영암 우편집중국,171,183,290,20,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
168P10026,강원 홍천군,168,81,1,원주 우편집중국,173,185,256,26,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,57,0,경북 봉화군,0,0
168P10027,전남 함평군,168,108,2,광주 우편집중국,175,187,199,17,중부권 광역우편물류센터,200,0,199,0,광주 우편집중국,0,0,140,0,전남 나주시,0,0
168P10028,경기 용인시 수지구,168,58,1,성남 우편집중국,172,184,218,34,중부권 광역우편물류센터,199,0,53,0,대전 우편집중국,0,0,46,0,대전 서구,0,0
168P10029,서울 성북구,168,36,1,동서울 우편집중국,170,182,248,22,중부권 광역우편물류센터,199,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0,0
168P10030,경기 수원시 팔달구,168,69,3,수원 우편집중국,173,185,229,17,중부권 광역우편물류센터,200,0,248,0,동서울 우편집중국,0,0,79,0,서울 서초구,0,0
168P10031,경기 성남시 분당구,168,39,1,성남 우편집중국,171,183,218,32,중부권 광역우편물류센터,198,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
168P10032,전북 부안군,168,270,3,진주 우편집중국,186,198,202,32,중부권 광역우편물류센터,0,0,271,0,포항 우편집중국,0,0,30,0,경북 울진군,0,0
169P10001,경북 성주군,169,88,1,대구 우편집중국,175,187,192,16,중부권 광역우편물류센터,200,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
169P10002,대구 남구,169,43,2,대구 우편집중국,172,184,192,18,중부권 광역우편물류센터,197,0,251,0,창원 우편집중국,0,0,136,0,경남 거제시,0,0
169P10003,부산 강서구,169,34,1,부산 우편집중국,171,183,295,30,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,57,0,대전 중구,0,0
169P10004,경기 고양시 덕양구,169,30,1,고양 우편집중국,171,183,268,7,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,82,0,강원 삼척시,0,0
169P10005,전남 함평군,169,108,3,광주 우편집중국,176,188,199,17,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,30,0,충남 계룡시,0,0
169P10006,광주 동구,169,71,1,광주 우편집중국,174,186,199,15,중부권 광역우편물류센터,199,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0,0
169P10007,충북 괴산군,169,142,2,청주 우편집중국,178,190,100,10,중부권 광역우편물류센터,197,0,133,0,천안 우편집중국,0,0,109,0,충남 당진시,0,0
169P10008,세종특별자치시,169,56,1,대전 우편집중국,173,185,53,3,중부권 광역우편물류센터,189,0,229,0,수원 우편집중국,0,0,77,0,경기 수원시 권선구,0,0
169P10009,강원 삼척시,169,82,3,강릉 우편집중국,174,186,368,20,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,109,0,충남 당진시,0,0
169P10010,인천 연수구,169,70,2,부천 우편집중국,174,186,253,24,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,53,0,경기 구리시,0,0
169P10011,전남 화순군,169,71,2,광주 우편집중국,174,186,199,15,중부권 광역우편물류센터,199,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
169P10012,부산 남구,169,35,2,부산 우편집중국,171,183,295,30,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,84,0,서울 용산구,0,0
169P10013,강원 평창군,169,84,2,원주 우편집중국,175,187,256,25,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,30,0,충남 천안시 서북구,0,0
169P10014,부산 연제구,169,60,1,부산 우편집중국,173,185,295,31,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,50,0,전남 해남군,0,0
169P10015,경기 안산시 상록구,169,71,1,부천 우편집중국,174,186,253,24,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,30,0,충남 계룡시,0,0
169P10016,경북 울진군,169,30,1,포항 우편집중국,171,183,271,12,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,108,0,강원 양구군,0,0
169P10017,경남 창녕군,169,75,1,창원 우편집중국,174,186,251,15,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,81,0,강원 홍천군,0,0
169P10018,전남 구례군,169,128,2,광주 우편집중국,178,190,199,20,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
169P10019,서울 서대문구,169,42,1,고양 우편집중국,172,184,268,8,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0,0
169P10020,충북 청주시 청원구,169,30,1,청주 우편집중국,171,183,100,5,중부권 광역우편물류센터,190,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0,0
169P10021,대구 수성구,169,50,2,대구 우편집중국,172,184,192,18,중부권 광역우편물류센터,197,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
169P10022,서울 서초구,169,79,1,동서울 우편집중국,174,186,248,21,중부권 광역우편물류센터,0,0,229,0,수원 우편집중국,0,0,105,0,경기 평택시,0,0
169P10023,경남 고성군,169,117,1,창원 우편집중국,177,189,251,17,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 수정구,0,0
169P10024,강원 원주시,169,30,1,원주 우편집중국,171,183,256,24,중부권 광역우편물류센터,200,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
169P10025,서울 노원구,169,64,1,의정부 우편집중국,173,185,261,19,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,97,0,충북 음성군,0,0
169P10026,부산 부산진구,169,70,1,부산 우편집중국,174,186,295,32,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,108,0,강원 화천군,0,0
169P10027,강원 양양군,169,68,1,강릉 우편집중국,174,186,368,20,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,74,0,경남 밀양시,0,0
169P10028,경기 가평군,169,213,6,동서울 우편집중국,183,195,248,23,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,51,0,경기 하남시,0,0
169P10029,경기 안양시 만안구,169,56,2,성남 우편집중국,173,185,218,34,중부권 광역우편물류센터,200,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0,0
169P10030,경기 수원시 팔달구,169,69,3,수원 우편집중국,174,186,229,16,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,108,0,전남 함평군,0,0
169P10031,강원 홍천군,169,81,2,원주 우편집중국,174,186,256,24,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,56,0,세종특별자치시,0,0
169P10032,울산 동구,169,30,1,울산 우편집중국,171,183,318,23,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
169P10033,충남 논산시,169,77,1,대전 우편집중국,174,186,53,4,중부권 광역우편물류센터,190,0,318,0,울산 우편집중국,0,0,65,0,부산 기장군,0,0
169P10034,충북 괴산군,169,142,2,청주 우편집중국,178,190,100,10,중부권 광역우편물류센터,197,0,218,0,성남 우편집중국,0,0,56,0,경기 군포시,0,0
169P10035,서울 양천구,169,36,1,부천 우편집중국,171,183,253,27,중부권 광역우편물류센터,200,0,290,0,영암 우편집중국,0,0,50,0,전남 강진군,0,0
169P10036,충북 보은군,169,87,1,청주 우편집중국,175,187,100,6,중부권 광역우편물류센터,194,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0,0
169P10037,대구 달서구,169,48,1,대구 우편집중국,172,184,192,18,중부권 광역우편물류센터,197,0,261,0,의정부 우편집중국,0,0,64,0,서울 강북구,0,0
169P10038,경남 창원시 진해구,169,80,1,창원 우편집중국,174,186,251,15,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,43,0,대구 서구,0,0
170P10001,부산 기장군,170,65,1,울산 우편집중국,174,186,318,23,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,69,0,전남 장흥군,0,0
170P10002,경남 창원시 진해구,170,80,2,창원 우편집중국,175,187,251,17,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,45,0,전남 목포시,0,0
170P10003,충남 홍성군,170,154,1,천안 우편집중국,180,192,133,6,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,48,0,경기 파주시,0,0
170P10004,경북 칠곡군,170,55,1,대구 우편집중국,174,186,192,17,중부권 광역우편물류센터,199,0,295,0,부산 우편집중국,0,0,60,0,부산 금정구,0,0
170P10005,경기 남양주시,170,40,1,동서울 우편집중국,173,185,248,22,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,98,0,충북 단양군,0,0
170P10006,강원 속초시,170,97,1,강릉 우편집중국,176,188,368,20,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0,0
170P10007,대전 유성구,170,46,1,대전 우편집중국,173,185,53,3,중부권 광역우편물류센터,189,0,253,0,부천 우편집중국,0,0,36,0,서울 강서구,0,0
170P10008,전남 순천시,170,36,1,순천 집중과,172,184,233,6,중부권 광역우편물류센터,200,0,368,0,강릉 우편집중국,0,0,30,0,강원 강릉시,0,0
170P10009,강원 원주시,170,30,2,원주 우편집중국,172,184,256,26,중부권 광역우편물류센터,0,0,318,0,울산 우편집중국,0,0,30,0,울산 동구,0,0
170P10010,부산 남구,170,35,2,부산 우편집중국,172,184,295,30,중부권 광역우편물류센터,0,0,271,0,포항 우편집중국,0,0,30,0,경북 울진군,0,0
170P10011,부산 부산진구,170,70,2,부산 우편집중국,175,187,295,33,중부권 광역우편물류센터,0,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 북구,0,0
