택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
160P10002,부산 남구,160,35,1,부산 우편집중국,162,174,295,35,중부권 광역우편물류센터,194,0,192,0,대구 우편집중국,0,0,76,0,경북 구미시,0,0
160P10003,강원 영월군,160,62,2,원주 우편집중국,164,176,256,25,중부권 광역우편물류센터,193,0,216,0,안동 우편집중국,0,0,57,0,경북 봉화군,0,0
160P10004,전남 화순군,160,71,1,광주 우편집중국,165,177,199,15,중부권 광역우편물류센터,190,0,268,0,고양 우편집중국,0,0,36,0,경기 김포시,0,0
160P10005,인천 계양구,160,36,2,부천 우편집중국,162,174,253,34,중부권 광역우편물류센터,191,0,256,0,원주 우편집중국,0,0,62,0,충북 제천시,0,0
160P10006,강원 동해시,160,72,2,강릉 우편집중국,165,177,368,19,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,90,0,경북 청송군,0,0
160P10007,경기 하남시,160,51,1,동서울 우편집중국,163,175,248,23,중부권 광역우편물류센터,192,0,229,0,수원 우편집중국,0,0,86,0,경기 오산시,0,0
160P10008,전남 해남군,160,50,1,영암 우편집중국,163,175,290,16,중부권 광역우편물류센터,194,0,233,0,순천 집중과,0,0,30,0,전남 여수시,0,0
160P10009,충북 청주시 청원구,160,30,1,청주 우편집중국,162,174,100,8,중부권 광역우편물류센터,181,0,202,0,진주 우편집중국,0,0,133,0,전북 장수군,0,0
160P10010,광주 서구,160,150,2,광주 우편집중국,170,182,199,12,중부권 광역우편물류센터,195,0,251,0,창원 우편집중국,0,0,75,0,경남 창원시 성산구,0,0
160P10011,충남 천안시 서북구,160,30,1,천안 우편집중국,162,174,133,14,중부권 광역우편물류센터,183,0,199,0,광주 우편집중국,0,0,202,0,광주 광산구,0,0
160P10012,경기 포천시,160,52,1,의정부 우편집중국,163,175,261,17,중부권 광역우편물류센터,192,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
160P10013,전남 신안군,160,45,3,영암 우편집중국,163,175,290,16,중부권 광역우편물류센터,194,0,53,0,대전 우편집중국,0,0,102,0,충남 청양군,0,0
160P10014,서울 서초구,160,79,1,동서울 우편집중국,165,177,248,24,중부권 광역우편물류센터,194,0,290,0,영암 우편집중국,0,0,45,0,전남 신안군,0,0
160P10015,인천 계양구,160,36,2,부천 우편집중국,162,174,253,34,중부권 광역우편물류센터,191,0,256,0,원주 우편집중국,0,0,108,0,강원 화천군,0,0
160P10016,전북 완주군,160,189,2,진주 우편집중국,173,185,202,31,중부권 광역우편물류센터,198,0,192,0,대구 우편집중국,0,0,88,0,경북 성주군,0,0
160P10017,부산 기장군,160,65,1,울산 우편집중국,164,176,318,24,중부권 광역우편물류센터,197,0,192,0,대구 우편집중국,0,0,50,0,대구 동구,0,0
160P10018,서울 마포구,160,42,2,고양 우편집중국,163,175,268,10,중부권 광역우편물류센터,193,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0,0
160P10019,경북 영덕군,160,30,2,포항 우편집중국,162,174,271,18,중부권 광역우편물류센터,192,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
160P10020,충남 공주시,160,76,2,대전 우편집중국,165,177,53,7,중부권 광역우편물류센터,181,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0,0
160P10021,경남 산청군,160,82,1,진주 우편집중국,165,177,202,31,중부권 광역우편물류센터,190,0,218,0,성남 우편집중국,0,0,48,0,경기 과천시,0,0
160P10022,전북 임실군,160,180,1,진주 우편집중국,172,184,202,30,중부권 광역우편물류센터,197,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
160P10023,경북 의성군,160,70,1,안동 우편집중국,165,177,216,13,중부권 광역우편물류센터,191,0,53,0,대전 우편집중국,0,0,116,0,충남 부여군,0,0
161P10001,부산 남구,161,35,2,부산 우편집중국,163,175,295,38,중부권 광역우편물류센터,195,0,318,0,울산 우편집중국,0,0,30,0,울산 동구,0,0
161P10002,경기 평택시,161,105,2,수원 우편집중국,168,180,229,14,중부권 광역우편물류센터,195,0,295,0,부산 우편집중국,0,0,70,0,부산 사상구,0,0
161P10003,충북 충주시,161,44,2,청주 우편집중국,164,176,100,11,중부권 광역우편물류센터,183,0,202,0,진주 우편집중국,0,0,102,0,경남 함양군,0,0
161P10004,경기 평택시,161,105,2,수원 우편집중국,168,180,229,14,중부권 광역우편물류센터,195,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0,0
161P10005,세종특별자치시,161,56,1,대전 우편집중국,165,177,53,7,중부권 광역우편물류센터,181,0,229,0,수원 우편집중국,0,0,110,0,경기 화성시,0,0
161P10006,경기 포천시,161,52,2,의정부 우편집중국,164,176,261,20,중부권 광역우편물류센터,193,0,253,0,부천 우편집중국,0,0,66,0,인천 옹진군,0,0
161P10007,경기 의정부시,161,68,2,의정부 우편집중국,166,178,261,20,중부권 광역우편물류센터,195,0,295,0,부산 우편집중국,0,0,39,0,경남 김해시,0,0
161P10008,경남 밀양시,161,74,1,부산 우편집중국,166,178,295,34,중부권 광역우편물류센터,198,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0,0
161P10009,경북 칠곡군,161,55,1,대구 우편집중국,165,177,192,11,중부권 광역우편물류센터,190,0,368,0,강릉 우편집중국,0,0,97,0,강원 고성군,0,0
161P10010,부산 북구,161,35,1,부산 우편집중국,163,175,295,38,중부권 광역우편물류센터,195,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
161P10011,경기 오산시,161,86,1,수원 우편집중국,167,179,229,12,중부권 광역우편물류센터,194,0,368,0,강릉 우편집중국,0,0,97,0,강원 고성군,0,0
161P10012,경남 양산시,161,94,1,울산 우편집중국,167,179,318,22,중부권 광역우편물류센터,200,0,53,0,대전 우편집중국,0,0,66,0,대전 대덕구,0,0
161P10013,충북 충주시,161,44,2,청주 우편집중국,164,176,100,11,중부권 광역우편물류센터,183,0,192,0,대구 우편집중국,0,0,80,0,경북 고령군,0,0
161P10014,울산 울주군,161,35,1,울산 우편집중국,163,175,318,20,중부권 광역우편물류센터,196,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
161P10015,대전 동구,161,57,1,대전 우편집중국,165,177,53,7,중부권 광역우편물류센터,181,0,199,0,광주 우편집중국,0,0,150,0,광주 서구,0,0
161P10016,울산 동구,161,30,1,울산 우편집중국,163,175,318,20,중부권 광역우편물류센터,196,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
161P10017,경기 과천시,161,48,1,성남 우편집중국,164,176,218,25,중부권 광역우편물류센터,191,0,256,0,원주 우편집중국,0,0,124,0,강원 정선군,0,0
161P10018,경남 창원시 마산합포구,161,30,1,창원 우편집중국,163,175,251,19,중부권 광역우편물류센터,192,0,295,0,부산 우편집중국,0,0,34,0,부산 강서구,0,0
161P10019,서울 동작구,161,51,1,성남 우편집중국,164,176,218,25,중부권 광역우편물류센터,191,0,253,0,부천 우편집중국,0,0,53,0,경기 시흥시,0,0
161P10020,서울 관악구,161,56,1,성남 우편집중국,165,177,218,26,중부권 광역우편물류센터,192,0,271,0,포항 우편집중국,0,0,226,0,경북 경주시,0,0
161P10021,경기 양주시,161,38,1,의정부 우편집중국,164,176,261,20,중부권 광역우편물류센터,193,0,251,0,창원 우편집중국,0,0,136,0,경남 거제시,0,0
161P10022,경남 합천군,161,149,3,진주 우편집중국,171,183,202,29,중부권 광역우편물류센터,196,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0,0
161P10023,충남 태안군,161,128,3,천안 우편집중국,170,182,133,10,중부권 광역우편물류센터,191,0,216,0,안동 우편집중국,0,0,44,0,경북 예천군,0,0
161P10024,경남 창원시 의창구,161,35,1,창원 우편집중국,163,175,251,19,중부권 광역우편물류센터,192,0,248,0,동서울 우편집중국,0,0,84,0,서울 동대문구,0,0
162P10001,강원 인제군,162,150,2,원주 우편집중국,172,184,256,26,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
162P10002,부산 해운대구,162,152,1,부산 우편집중국,172,184,295,30,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,150,0,전북 진안군,0,0
162P10003,경기 군포시,162,56,2,성남 우편집중국,166,178,218,26,중부권 광역우편물류센터,193,0,216,0,안동 우편집중국,0,0,44,0,경북 예천군,0,0
162P10004,경북 고령군,162,80,1,대구 우편집중국,167,179,192,8,중부권 광역우편물류센터,192,0,268,0,고양 우편집중국,0,0,42,0,서울 마포구,0,0
162P10005,울산 남구,162,30,1,울산 우편집중국,164,176,318,24,중부권 광역우편물류센터,197,0,199,0,광주 우편집중국,0,0,150,0,광주 서구,0,0
162P10006,울산 울주군,162,35,3,울산 우편집중국,164,176,318,24,중부권 광역우편물류센터,197,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
162P10007,서울 도봉구,162,64,1,의정부 우편집중국,166,178,261,20,중부권 광역우편물류센터,195,0,202,0,진주 우편집중국,0,0,234,0,전북 고창군,0,0
162P10008,경북 영주시,162,57,1,안동 우편집중국,166,178,216,13,중부권 광역우편물류센터,192,0,251,0,창원 우편집중국,0,0,136,0,경남 통영시,0,0
162P10009,서울 종로구,162,84,1,동서울 우편집중국,168,180,248,23,중부권 광역우편물류센터,197,0,253,0,부천 우편집중국,0,0,47,0,인천 서구,0,0
162P10010,경기 성남시 수정구,162,43,1,성남 우편집중국,165,177,218,26,중부권 광역우편물류센터,192,0,253,0,부천 우편집중국,0,0,36,0,경기 부천시,0,0
162P10011,경북 상주시,162,97,2,안동 우편집중국,168,180,216,10,중부권 광역우편물류센터,194,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0,0
162P10012,충남 아산시,162,45,1,천안 우편집중국,165,177,133,9,중부권 광역우편물류센터,186,0,295,0,부산 우편집중국,0,0,74,0,경남 밀양시,0,0
162P10013,전남 목포시,162,45,1,영암 우편집중국,165,177,290,17,중부권 광역우편물류센터,196,0,268,0,고양 우편집중국,0,0,42,0,서울 마포구,0,0
162P10014,경기 고양시 덕양구,162,30,1,고양 우편집중국,164,176,268,9,중부권 광역우편물류센터,194,0,192,0,대구 우편집중국,0,0,55,0,경북 칠곡군,0,0
162P10015,경남 창원시 마산회원구,162,30,1,창원 우편집중국,164,176,251,19,중부권 광역우편물류센터,193,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
162P10016,충남 계룡시,162,30,1,대전 우편집중국,164,176,53,3,중부권 광역우편물류센터,180,0,318,0,울산 우편집중국,0,0,30,0,울산 남구,0,0
162P10017,울산 울주군,162,35,3,울산 우편집중국,164,176,318,24,중부권 광역우편물류센터,197,0,290,0,영암 우편집중국,0,0,69,0,전남 장흥군,0,0
162P10018,강원 동해시,162,72,3,강릉 우편집중국,167,179,368,20,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,164,0,충북 영동군,0,0
162P10019,강원 동해시,162,72,3,강릉 우편집중국,167,179,368,20,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,133,0,전북 장수군,0,0
162P10020,전남 장성군,162,39,1,광주 우편집중국,165,177,199,15,중부권 광역우편물류센터,190,0,295,0,부산 우편집중국,0,0,35,0,부산 동구,0,0
162P10021,전남 진도군,162,30,1,영암 우편집중국,164,176,290,16,중부권 광역우편물류센터,195,0,253,0,부천 우편집중국,0,0,36,0,경기 부천시,0,0
163P10001,경기 용인시 처인구,163,64,1,성남 우편집중국,167,179,218,25,중부권 광역우편물류센터,194,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
163P10002,경기 가평군,163,213,2,동서울 우편집중국,177,189,248,20,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,71,0,충북 진천군,0,0
163P10003,경남 사천시,163,42,1,진주 우편집중국,166,178,202,36,중부권 광역우편물류센터,191,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
163P10004,경기 용인시 기흥구,163,58,1,성남 우편집중국,167,179,218,25,중부권 광역우편물류센터,194,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
163P10005,경북 청도군,163,79,1,대구 우편집중국,168,180,192,10,중부권 광역우편물류센터,193,0,233,0,순천 집중과,0,0,30,0,전남 여수시,0,0
163P10006,경기 여주시,163,75,1,원주 우편집중국,168,180,256,24,중부권 광역우편물류센터,197,0,53,0,대전 우편집중국,0,0,116,0,충남 부여군,0,0
163P10007,경기 시흥시,163,53,1,부천 우편집중국,167,179,253,29,중부권 광역우편물류센터,196,0,248,0,동서울 우편집중국,0,0,79,0,서울 서초구,0,0
163P10008,서울 중구,163,84,2,동서울 우편집중국,169,181,248,22,중부권 광역우편물류센터,198,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 수정구,0,0
163P10009,경기 가평군,163,213,2,동서울 우편집중국,177,189,248,20,중부권 광역우편물류센터,0,0,233,0,순천 집중과,0,0,36,0,전남 순천시,0,0
163P10010,전남 목포시,163,45,2,영암 우편집중국,166,178,290,17,중부권 광역우편물류센터,197,0,253,0,부천 우편집중국,0,0,74,0,인천 동구,0,0
163P10011,경남 창원시 의창구,163,35,1,창원 우편집중국,165,177,251,19,중부권 광역우편물류센터,194,0,199,0,광주 우편집중국,0,0,202,0,광주 광산구,0,0
163P10012,경남 의령군,163,53,1,진주 우편집중국,167,179,202,37,중부권 광역우편물류센터,192,0,133,0,천안 우편집중국,0,0,175,0,전북 무주군,0,0
163P10013,경남 창원시 마산합포구,163,30,1,창원 우편집중국,165,177,251,19,중부권 광역우편물류센터,194,0,253,0,부천 우편집중국,0,0,36,0,서울 강서구,0,0
163P10014,충남 서산시,163,128,1,천안 우편집중국,172,184,133,10,중부권 광역우편물류센터,193,0,100,0,청주 우편집중국,0,0,71,0,충북 진천군,0,0
164P10001,강원 철원군,164,55,1,의정부 우편집중국,168,180,261,21,중부권 광역우편물류센터,197,0,318,0,울산 우편집중국,0,0,65,0,부산 기장군,0,0
164P10002,대전 유성구,164,46,1,대전 우편집중국,167,179,53,9,중부권 광역우편물류센터,183,0,318,0,울산 우편집중국,0,0,30,0,울산 북구,0,0
164P10003,서울 동작구,164,51,1,성남 우편집중국,167,179,218,25,중부권 광역우편물류센터,194,0,216,0,안동 우편집중국,0,0,90,0,경북 영양군,0,0
164P10004,부산 사하구,164,70,1,부산 우편집중국,169,181,295,31,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,200,0,전북 익산시,0,0
164P10005,전남 무안군,164,63,1,영암 우편집중국,168,180,290,20,중부권 광역우편물류센터,199,0,256,0,원주 우편집중국,0,0,62,0,충북 제천시,0,0
164P10006,강원 고성군,164,97,2,강릉 우편집중국,170,182,368,16,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0,0
164P10007,대전 중구,164,57,1,대전 우편집중국,168,180,53,10,중부권 광역우편물류센터,184,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0,0
164P10008,경남 진주시,164,34,1,진주 우편집중국,166,178,202,36,중부권 광역우편물류센터,191,0,202,0,진주 우편집중국,0,0,214,0,전북 전주시 완산구,0,0
164P10009,경기 화성시,164,110,2,수원 우편집중국,171,183,229,18,중부권 광역우편물류센터,198,0,192,0,대구 우편집중국,0,0,50,0,대구 수성구,0,0
164P10010,전북 전주시 덕진구,164,190,2,진주 우편집중국,177,189,202,32,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0,0
164P10011,경기 평택시,164,105,3,수원 우편집중국,171,183,229,18,중부권 광역우편물류센터,198,0,100,0,청주 우편집중국,0,0,65,0,충북 청주시 상당구,0,0
164P10012,경북 문경시,164,119,1,안동 우편집중국,172,184,216,11,중부권 광역우편물류센터,198,0,256,0,원주 우편집중국,0,0,75,0,경기 여주시,0,0
164P10013,경기 가평군,164,213,4,동서울 우편집중국,178,190,248,24,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,64,0,서울 노원구,0,0
164P10014,서울 강서구,164,36,1,부천 우편집중국,166,178,253,29,중부권 광역우편물류센터,195,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0,0
164P10015,전북 진안군,164,150,3,진주 우편집중국,174,186,202,31,중부권 광역우편물류센터,199,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 북구,0,0
164P10016,전남 함평군,164,108,2,광주 우편집중국,171,183,199,12,중부권 광역우편물류센터,196,0,261,0,의정부 우편집중국,0,0,45,0,경기 동두천시,0,0
164P10017,경기 군포시,164,56,3,성남 우편집중국,168,180,218,30,중부권 광역우편물류센터,195,0,133,0,천안 우편집중국,0,0,175,0,전북 무주군,0,0
164P10018,경기 군포시,164,56,3,성남 우편집중국,168,180,218,30,중부권 광역우편물류센터,195,0,256,0,원주 우편집중국,0,0,227,0,강원 태백시,0,0
164P10019,경북 경산시,164,54,1,대구 우편집중국,168,180,192,10,중부권 광역우편물류센터,193,0,248,0,동서울 우편집중국,0,0,82,0,서울 강남구,0,0
164P10020,경기 안양시 동안구,164,56,1,성남 우편집중국,168,180,218,30,중부권 광역우편물류센터,195,0,202,0,진주 우편집중국,0,0,73,0,경남 하동군,0,0
164P10021,경기 수원시 팔달구,164,69,1,수원 우편집중국,169,181,229,14,중부권 광역우편물류센터,196,0,202,0,진주 우편집중국,0,0,169,0,전북 순창군,0,0
164P10022,서울 양천구,164,36,1,부천 우편집중국,166,178,253,29,중부권 광역우편물류센터,195,0,218,0,성남 우편집중국,0,0,58,0,경기 용인시 수지구,0,0
164P10023,서울 금천구,164,56,2,성남 우편집중국,168,180,218,30,중부권 광역우편물류센터,195,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
164P10024,전남 구례군,164,128,1,광주 우편집중국,173,185,199,12,중부권 광역우편물류센터,198,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0,0
164P10025,강원 영월군,164,62,1,원주 우편집중국,168,180,256,24,중부권 광역우편물류센터,197,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
164P10026,경기 화성시,164,110,2,수원 우편집중국,171,183,229,18,중부권 광역우편물류센터,198,0,256,0,원주 우편집중국,0,0,81,0,강원 홍천군,0,0
164P10027,경남 합천군,164,149,2,진주 우편집중국,174,186,202,31,중부권 광역우편물류센터,199,0,253,0,부천 우편집중국,0,0,36,0,인천 부평구,0,0
164P10028,서울 금천구,164,56,2,성남 우편집중국,168,180,218,30,중부권 광역우편물류센터,195,0,202,0,진주 우편집중국,0,0,34,0,경남 진주시,0,0
164P10029,경남 거창군,164,124,1,진주 우편집중국,172,184,202,30,중부권 광역우편물류센터,197,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0,0
164P10030,전북 익산시,164,200,2,진주 우편집중국,177,189,202,32,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,84,0,서울 성동구,0,0
164P10031,전남 완도군,164,50,1,영암 우편집중국,167,179,290,18,중부권 광역우편물류센터,198,0,218,0,성남 우편집중국,0,0,58,0,경기 용인시 수지구,0,0
164P10032,경기 가평군,164,213,4,동서울 우편집중국,178,190,248,24,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,36,0,인천 계양구,0,0
164P10033,경남 창녕군,164,75,1,창원 우편집중국,169,181,251,19,중부권 광역우편물류센터,198,0,318,0,울산 우편집중국,0,0,30,0,울산 북구,0,0
164P10034,강원 춘천시,164,108,1,원주 우편집중국,171,183,256,24,중부권 광역우편물류센터,200,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
165P10001,경북 김천시,165,106,2,대구 우편집중국,172,184,192,18,중부권 광역우편물류센터,197,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
165P10002,서울 중구,165,84,2,동서울 우편집중국,171,183,248,23,중부권 광역우편물류센터,200,0,318,0,울산 우편집중국,0,0,65,0,부산 기장군,0,0
165P10003,전남 강진군,165,50,1,영암 우편집중국,168,180,290,20,중부권 광역우편물류센터,199,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
165P10004,경기 수원시 팔달구,165,69,2,수원 우편집중국,170,182,229,15,중부권 광역우편물류센터,197,0,192,0,대구 우편집중국,0,0,50,0,대구 동구,0,0
165P10005,경남 사천시,165,42,2,진주 우편집중국,168,180,202,36,중부권 광역우편물류센터,193,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0,0
165P10006,전북 진안군,165,150,5,진주 우편집중국,175,187,202,32,중부권 광역우편물류센터,200,0,248,0,동서울 우편집중국,0,0,84,0,서울 용산구,0,0
165P10007,광주 남구,165,150,1,광주 우편집중국,175,187,199,17,중부권 광역우편물류센터,200,0,295,0,부산 우편집중국,0,0,60,0,부산 금정구,0,0
165P10008,세종특별자치시,165,56,1,대전 우편집중국,169,181,53,8,중부권 광역우편물류센터,185,0,251,0,창원 우편집중국,0,0,75,0,경남 창원시 성산구,0,0
165P10009,서울 마포구,165,42,1,고양 우편집중국,168,180,268,8,중부권 광역우편물류센터,198,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 서원구,0,0
165P10010,부산 영도구,165,70,1,부산 우편집중국,170,182,295,28,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,270,0,전북 부안군,0,0
165P10011,경기 가평군,165,213,5,동서울 우편집중국,179,191,248,25,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0,0
165P10012,부산 기장군,165,65,1,울산 우편집중국,169,181,318,23,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,88,0,서울 구로구,0,0
165P10013,경기 오산시,165,86,2,수원 우편집중국,171,183,229,18,중부권 광역우편물류센터,198,0,295,0,부산 우편집중국,0,0,35,0,부산 동구,0,0
165P10014,서울 중랑구,165,48,1,의정부 우편집중국,168,180,261,21,중부권 광역우편물류센터,197,0,368,0,강릉 우편집중국,0,0,30,0,강원 강릉시,0,0
165P10015,전남 여수시,165,30,1,순천 집중과,167,179,233,4,중부권 광역우편물류센터,195,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0,0
165P10016,경북 김천시,165,106,2,대구 우편집중국,172,184,192,18,중부권 광역우편물류센터,197,0,192,0,대구 우편집중국,0,0,50,0,대구 수성구,0,0
165P10017,전북 진안군,165,150,5,진주 우편집중국,175,187,202,32,중부권 광역우편물류센터,200,0,192,0,대구 우편집중국,0,0,106,0,경북 김천시,0,0
165P10018,충북 청주시 청원구,165,30,1,청주 우편집중국,167,179,100,8,중부권 광역우편물류센터,186,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
165P10019,충남 예산군,165,113,1,천안 우편집중국,173,185,133,10,중부권 광역우편물류센터,194,0,295,0,부산 우편집중국,0,0,70,0,부산 사하구,0,0
165P10020,전남 영암군,165,50,1,영암 우편집중국,168,180,290,20,중부권 광역우편물류센터,199,0,192,0,대구 우편집중국,0,0,43,0,대구 서구,0,0
165P10021,대전 서구,165,46,1,대전 우편집중국,168,180,53,10,중부권 광역우편물류센터,184,0,202,0,진주 우편집중국,0,0,102,0,경남 함양군,0,0
165P10022,전남 나주시,165,140,1,광주 우편집중국,174,186,199,15,중부권 광역우편물류센터,199,0,295,0,부산 우편집중국,0,0,70,0,부산 사상구,0,0
166P10001,대구 북구,166,30,1,대구 우편집중국,168,180,192,10,중부권 광역우편물류센터,193,0,253,0,부천 우편집중국,0,0,53,0,경기 시흥시,0,0
166P10002,경기 포천시,166,52,1,의정부 우편집중국,169,181,261,21,중부권 광역우편물류센터,198,0,290,0,영암 우편집중국,0,0,45,0,전남 목포시,0,0
166P10003,전북 익산시,166,200,2,진주 우편집중국,179,191,202,25,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0,0
166P10004,서울 관악구,166,56,2,성남 우편집중국,170,182,218,32,중부권 광역우편물류센터,197,0,192,0,대구 우편집중국,0,0,80,0,경북 고령군,0,0
166P10005,광주 북구,166,57,1,광주 우편집중국,170,182,199,12,중부권 광역우편물류센터,195,0,199,0,광주 우편집중국,0,0,82,0,전남 영광군,0,0
166P10006,강원 평창군,166,84,1,원주 우편집중국,172,184,256,26,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,108,0,전남 함평군,0,0
166P10007,경남 함양군,166,101,1,진주 우편집중국,173,185,202,31,중부권 광역우편물류센터,198,0,318,0,울산 우편집중국,0,0,30,0,울산 남구,0,0
166P10008,전남 순천시,166,36,1,순천 집중과,168,180,233,3,중부권 광역우편물류센터,196,0,133,0,천안 우편집중국,0,0,164,0,충북 영동군,0,0
166P10009,충북 진천군,166,71,1,청주 우편집중국,171,183,100,5,중부권 광역우편물류센터,190,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
166P10010,인천 연수구,166,70,1,부천 우편집중국,171,183,253,27,중부권 광역우편물류센터,200,0,192,0,대구 우편집중국,0,0,88,0,경북 성주군,0,0
166P10011,경기 용인시 기흥구,166,58,2,성남 우편집중국,170,182,218,32,중부권 광역우편물류센터,197,0,295,0,부산 우편집중국,0,0,152,0,부산 해운대구,0,0
166P10012,전남 장흥군,166,69,1,영암 우편집중국,171,183,290,20,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,74,0,경남 밀양시,0,0
166P10013,인천 미추홀구,166,61,2,부천 우편집중국,170,182,253,27,중부권 광역우편물류센터,199,0,295,0,부산 우편집중국,0,0,70,0,부산 서구,0,0
166P10014,서울 금천구,166,56,3,성남 우편집중국,170,182,218,32,중부권 광역우편물류센터,197,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
166P10015,서울 관악구,166,56,2,성남 우편집중국,170,182,218,32,중부권 광역우편물류센터,197,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0,0
166P10016,전남 보성군,166,84,1,순천 집중과,172,184,233,6,중부권 광역우편물류센터,200,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
166P10017,인천 미추홀구,166,61,2,부천 우편집중국,170,182,253,27,중부권 광역우편물류센터,199,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 청원구,0,0
166P10018,경기 양주시,166,38,1,의정부 우편집중국,169,181,261,21,중부권 광역우편물류센터,198,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
166P10019,경북 청도군,166,79,2,대구 우편집중국,171,183,192,13,중부권 광역우편물류센터,196,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 청원구,0,0
166P10020,충북 음성군,166,97,1,청주 우편집중국,172,184,100,5,중부권 광역우편물류센터,191,0,53,0,대전 우편집중국,0,0,56,0,세종특별자치시,0,0
167P10001,인천 계양구,167,36,1,부천 우편집중국,169,181,253,25,중부권 광역우편물류센터,198,0,256,0,원주 우편집중국,0,0,54,0,강원 횡성군,0,0
167P10002,대구 수성구,167,50,1,대구 우편집중국,170,182,192,12,중부권 광역우편물류센터,195,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0,0
167P10003,광주 서구,167,150,2,광주 우편집중국,177,189,199,21,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,150,0,전북 진안군,0,0
167P10004,울산 동구,167,30,1,울산 우편집중국,169,181,318,23,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0,0
167P10005,경기 안양시 동안구,167,56,3,성남 우편집중국,171,183,218,32,중부권 광역우편물류센터,198,0,133,0,천안 우편집중국,0,0,154,0,충남 금산군,0,0
167P10006,충북 영동군,167,164,1,천안 우편집중국,178,190,133,8,중부권 광역우편물류센터,199,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
